Index,Source,Entry,Syllabary,Part_of_Speech,PoS,PoS_Family,Definition,Cross_Reference,Entry_Tone,Other_Forms,Notes,Locked,Source_ID
62,ced,adehohisdiha,ᎠᏕᎰᎯᏍᏗᎭ,verb (v.t.),,,he/she is embarrassing him/her,,àdehǒhị́sdịha,1st person singular with animate/ inanimate object:jiyade’ohisdiha^ᏥᏯᏕᎣᎯᏍᏗᎭ^jiyạde’ǒhị́sdịha|3rd person singular non-progressive remote past tense:udehohistanv’i^ᎤᏕᎰᎯᏍᏔᏅᎢ^ùdehǒhị́stạnv̌’i|3rd person singular present habitual:adehohisdisgo’i^ᎠᏕᎰᎯᏍᏗᏍᎪᎢ^àdehǒhị́sdisgó’i|imperative with animate/ inanimate direct objects:hiyade’ohisda^ᎯᏯᏕᎣᎯᏍᏓ^hiyạdẹ’ohịsda|3rd person singular infinitive:udehohisdohdi^ᎤᏕᎰᎯᏍᏙᏗ^udehǒhị́sdọhdi,,False,65.1
63,ced,adehosga,ᎠᏕᎰᏍᎦ,verb (v.i.),,,he/she is embarrassed,,àdehǒsga,1st person singular with animate/ inanimate object:gade’osga^ᎦᏕᎣᏍᎦ^gạdẹ’ǒsga|3rd person singular non-progressive remote past tense:udehosv’i^ᎤᏕᎰᏒᎢ^ùdehǒsv́’i|3rd person singular present habitual:adehosgo’i^ᎠᏕᎰᏍᎪᎢ^àdehǒsgọ́’i|imperative with animate/ inanimate direct objects:hadehohi^ᎭᏕᎰᎯ^hạdehǒhi|3rd person singular infinitive:udehohisdi^ᎤᏕᎰᎯᏍᏗ^udehǒhị́sdi,,False,66.1
64,ced,adehvsga,ᎠᏕᎲᏍᎦ,verb (v.i.),,,he/she is being born,,àdehṿ́sga,1st person singular with animate/ inanimate object:gade’vsga^ᎦᏕᎥᏍᎦ^gạdẹ’v́sga|3rd person singular non-progressive remote past tense:udehnv’i^ᎤᏕᏅᎢ^ùdehnv̌’i|3rd person singular present habitual:adehvsgo’i^ᎠᏕᎲᏍᎪᎢ^àdehṿsgó’i|imperative with animate/ inanimate direct objects:hadehvga^ᎭᏕᎲᎦ^hadehv̀ga|3rd person singular infinitive:udehdi^ᎤᏕᏗ^udẹhdi,,False,67.1
65,ced,adela,ᎠᏕᎳ,noun,,,money,,ạděla,,,False,68.1
66,ced,adeldiyhdi’i,ᎠᏕᎳᏗᏗᎢ,noun,,,bank,,ạděldịyhdi̋’i,plural:adel juniyhdi’i^ᎠᏕᎳᏧᏂᏗᎢ^ạděljunịyhdi̋’i,,False,69.1
67,ced,Adeljuhlv’i,ᎠᏕᎳᏧᏢᎢ,noun,,,California,,ạděljǔhlv̋’i,,,False,70.1
68,ced,adelohosga,ᎠᏕᎶᎰᏍᎦ,verb (v.t.),,,he/she is finding it out,,àdelọhosga,1st person singular with animate/ inanimate object:gadelo’osga^ᎦᏕᎶᎣᏍᎦ^gạdelọ’osga|3rd person singular non-progressive remote past tense:udelohosv’i^ᎤᏕᎶᎰᏒᎢ^ùdelọhosv̌’i|3rd person singular present habitual:adelohosgo’i^ᎠᏕᎶᎰᏍᎪᎢ^àdelọhosgó’i|imperative with animate/ inanimate direct objects:hadelohohi^ᎭᏕᎶᎰᎯ^hạdelọhǒhi|3rd person singular infinitive:udelohohisdi^ᎤᏕᎶᎰᎯᏍᏗ^udelọhohị́sdi,,False,71.1
69,ced,adelv’i,ᎠᏕᎸᎢ,noun,,,dollars,,ạ́delv̋’i,,,False,72.1
70,ced,adetvsga,ᎠᏕᏛᏍᎦ,verb (v.i.),,,he/she is diving,,àdetṿ́sga,1st person singular with animate/ inanimate object:gadedvsga^ᎦᏕᏛᏍᎦ^gạdèdṿ́sga|3rd person singular non-progressive remote past tense:udetinv’i^ᎤᏕᏘᏅᎢ^ùdetị́nv́’i|3rd person singular present habitual:adetvsgo’i^ᎠᏕᏛᏍᎪᎢ^àdetṿ́sgọ́’i|imperative with animate/ inanimate direct objects:hadetvga^ᎭᏕᏛᎦ^hạdetv̀ga|3rd person singular infinitive:udetdi^ᎤᏕᏘᏗ^udetdi,,False,73.1
71,ced,adeyoha,ᎠᏕᏲᎭ,verb (v.i.),,,he/she is going around a curve,,àdéyọha,1st person singular with animate/ inanimate object:gadeyoha^ᎦᏕᏲᎭ^gadéyọha|3rd person singular non-progressive remote past tense:udeyolv’i^ᎤᏕᏲᎸᎢ^ùděyôlv̌’i|3rd person singular present habitual:adeyoho’i^ᎠᏕᏲᎰᎢ^àdéyọhó’i|imperative with animate/ inanimate direct objects:hadeyaga^ᎭᏕᏯᎦ^hadeyạga|3rd person singular infinitive:udeysdi^ᎤᏕᏯᏍᏗ^uděysdi,,False,74.1
72,ced,adeyohv’i,ᎠᏕᏲᎲᎢ,noun,,,curve,,àdéyọhv̋’i,plural:dadeyohv’i^ᏓᏕᏲᎲᎢ^dàdéyọhv̋’i,,False,75.1
73,ced,adi’a,ᎠᏗᎠ,verb (v.t.),,,he/she is laying it down,,àdị́’a,1st person singular with animate/ inanimate object:jidi’a^ᏥᏗᎠ^jịdị́’a|3rd person singular non-progressive remote past tense:udv’i^ᎤᏛᎢ^ùdv̌’i|3rd person singular present habitual:adisgo’i^ᎠᏗᏍᎪᎢ^àdîsgó’i|imperative with animate/ inanimate direct objects:hida^ᎯᏓ^hịda|3rd person singular infinitive:udisdi^ᎤᏗᏍᏗ^udìsdi,,False,76.1
74,ced,adidiha,ᎠᏗᏗᎭ,verb (v.i.),,,he/she is rising,,àdidị́ha,1st person singular with animate/ inanimate object:gadidi’a^ᎦᏗᏗᎠ^gạdidí’a|3rd person singular non-progressive remote past tense:udidvhv’i^ᎤᏗᏛᎲᎢ^ùdidvhv̌’i|3rd person singular present habitual:adidisgo’i^ᎠᏗᏗᏍᎪᎢ^àdidǐsgọ́’i|imperative with animate/ inanimate direct objects:hadida^ᎭᏗᏓ^hạdǐda|3rd person singular infinitive:uditdi^ᎤᏗᏘᏗ^uditdi,,False,77.1
75,ced,adigaleya’a,ᎠᏗᎦᎴᏯᎠ,verb (v.t.),,,he/she is scattering it,,àdigạlěyạ́’a,1st person singular with animate/ inanimate object:gadigaleya’a^ᎦᏗᎦᎴᏯᎠ^gạdigạlěyạ́’a|3rd person singular non-progressive remote past tense:udigaleyv’i^ᎤᏗᎦᎴᏴᎢ^ùdigạléyv̌’i|3rd person singular present habitual:adigaleyasgo’i^ᎠᏗᎦᎴᏯᏍᎪᎢ^àdigạlěyâsgó’i|imperative with animate/ inanimate direct objects:hadigaleya^ᎭᏗᎦᎴᏯ^hạdigạlěya|3rd person singular infinitive:udigaleyasdi^ᎤᏗᎦᎴᏯᏍᏗ^udigạlěyâsdi,,False,78.1
76,ced,adigaleyoga,ᎠᏗᎦᎴᏲᎦ,verb (v.i.),,,it’s scattering,,àdigạlěyôga,3rd person singular non-progressive remote past tense:udigaleyojv’i^ᎤᏗᎦᎴᏲᏨᎢ^ùdigạlěyôjv̌’i|3rd person singular present habitual:adigaleyogo’i^ᎠᏗᎦᎴᏲᎪᎢ^àdigạlěyôgó’i|3rd person singular infinitive:udigaleyoysdi^ᎤᏗᎦᎴᏲᎢᏍᏗ^udigạlěyôysdi,,False,79.1
77,ced,adigwalvdeyoha,ᎠᏗᏆᎸᏕᏲᎭ,verb (v.i.),,,he/she is spinning,,àdígwạlvdéyọha,1st person singular with animate/ inanimate object:gadigwalvdeyoha^ᎦᏗᏆᎸᏕᏲᎭ^gadígwạlvdéyọha|3rd person singular non-progressive remote past tense:udigwalvdeyolv’i^ᎤᏗᏆᎸᏕᏲᎸᎢ^ùdígwạlvděyôlv̌’i|3rd person singular present habitual:adigwalvdeyoho’i^ᎠᏗᏆᎸᏕᏲᎰᎢ^àdígwạlvdéyọhó’i|imperative with animate/ inanimate direct objects:hadigwalvdeyaga^ᎭᏗᏆᎸᏕᏯᎦ^hadìgwạlvdeyạga|3rd person singular infinitive:udigwalvdeysdi^ᎤᏗᏆᎸᏕᏍᏗ^udìgwạlvděysdi,,False,80.1
78,ced,adiha,ᎠᏗᎭ,verb (v.t.),,,he/she is saying it,,àdịha,1st person singular with animate/ inanimate object:gadi’a^ᎦᏗᎠ^gạdí’a|3rd person singular non-progressive remote past tense:udvhnv’i^ᎤᏛᏅᎢ^ùdvhnv̌’i|3rd person singular present habitual:adisgo’i^ᎠᏗᏍᎪᎢ^àdǐsgọ́’i|imperative with animate/ inanimate direct objects:hada^ᎭᏓ^hạda|3rd person singular infinitive:utdi^ᎤᏘᏗ^utdi,,False,81.1
79,ced,adinvdiha,ᎠᏗᏅᏗᎭ,verb (v.t.),,,he/she is running over him/her,,àdǐnv̂dịha,1st person singular with animate object:jiyadinvdiha^ᏥᏯᏗᏅᏗᎭ^jiyạdǐnv̂dịha|1st person singular with inanimate object:gadinvdiha^ᎦᏗᏅᏗᎭ^gạdǐnv̂dịha|3rd person singular non-progressive remote past tense:udinvtanv’i^ᎤᏗᏅᏔᏅᎢ^ùdǐnv̂tạnv̌’i|3rd person singular present habitual:adinvdisgo’i^ᎠᏗᏅᏗᏍᎪᎢ^àdǐnv̂disgó’i|imperative with animate direct objects:hiyadinvda^ᎯᏯᏗᏅᏓ^hiyạdinv̀da|imperative with inanimate direct objects:hadinvda^ᎭᏗᏅᏓ^hạdinv̀da|3rd person singular infinitive:udinvdohdi^ᎤᏗᏅᏙᏗ^udǐnv̂dọhdi,,False,82.1
80,ced,adisgahlvsga,ᎠᏗᏍᎦᏢᏍᎦ,verb (v.i.),,,he/she is hiding,,àdisgạhlṿ́sga,1st person singular with animate/ inanimate object:gadisgahlvsga^ᎦᏗᏍᎦᏢᏍᎦ^gạdìsgạhlṿ́sga|3rd person singular non-progressive remote past tense:udisgahlanv’i^ᎤᏗᏍᎦᏝᏅᎢ^ùdisgạhlạ́nv́’i|3rd person singular present habitual:adisgahlvsgo’i^ᎠᏗᏍᎦᏢᏍᎪᎢ^àdisgạhlṿsgọ́’i|imperative with animate/ inanimate direct objects:hadisgahlvga^ᎭᏗᏍᎦᏢᎦ^hạdisgạhlv̀ga|3rd person singular infinitive:udisgahldi^ᎤᏗᏍᎦᏟᏗ^udisgạhldi,,False,83.1
81,ced,adisiya’a,ᎠᏗᏏᏯᎠ,verb (v.t.),,,he/she is leaving it behind,,àdîsiyạ́’a,1st person singular with animate/ inanimate object:jidisiya’a^ᏥᏗᏏᏯᎠ^jịdîsiyạ́’a|3rd person singular non-progressive remote past tense:udisiyv’i^ᎤᏗᏏᏴᎢ^ùdîsiyv̌’i|3rd person singular present habitual:adisiyasgo’i^ᎠᏗᏏᏯᏍᎪᎢ^àdîsiyâsgó’i|imperative with animate/ inanimate direct objects:hidisiya^ᎯᏗᏏᏯ^hịdìsǐya|3rd person singular infinitive:udisiyasdi^ᎤᏗᏏᏯᏍᏗ^udìsǐyâsdi,,False,84.1
82,ced,aditasdi,ᎠᏗᏔᏍᏗ,noun,,,something to drink,,ạdǐtạsdi,plural:diditasdi^ᏗᏗᏔᏍᏗ^didǐtạsdi,,False,85.1
83,ced,aditasga,ᎠᏗᏔᏍᎦ,verb (v.t.),,,he/she is drinking it,,àditạ́sga,1st person singular with animate/ inanimate object:gaditasga^ᎦᏗᏔᏍᎦ^gạdìtạ́sga|3rd person singular non-progressive remote past tense:uditahv’i^ᎤᏗᏔᎲᎢ^ùditạhv̌’i|3rd person singular present habitual:aditasgo’i^ᎠᏗᏔᏍᎪᎢ^àditạsgó’i|imperative with animate/ inanimate direct objects:hadita^ᎭᏗᏔ^hạdǐta|3rd person singular infinitive:uditasdi^ᎤᏗᏔᏍᏗ^uditạsdi,,False,86.1
84,ced,aditohdi,ᎠᏗᏙᏗ,noun,,,spoon,,ạditọ́hdi,plural:diditohdi^ᏗᏗᏙᏗ^diditọ́hdi,,False,87.1
85,ced,adla,ᎠᏜ,noun,,,rubber,,adla,,,False,88.1
86,ced,adlagosga,ᎠᏜᎪᏍᎦ,verb (v.i.),,,he/she is scratching,,àdlạgǒsga,1st person singular with animate/ inanimate object:gadlagosga^ᎦᏜᎪᏍᎦ^gạdlạgósga|3rd person singular non-progressive remote past tense:udlagosv’i^ᎤᏜᎪᏒᎢ^ùdlạgǒsv́’i|3rd person singular present habitual:adlagosgo’i^ᎠᏜᎪᏍᎪᎢ^àdlạgǒsgọ́’i|imperative with animate/ inanimate direct objects:hadlagola^ᎭᏜᎪᎳ^hạdlạgǒla|3rd person singular infinitive:udlagosdi^ᎤᏜᎪᏍᏗ^udlạgǒsdi,,False,89.1
87,ced,adlawa’dv’i,ᎠᏜᏩᏛᎢ,noun,,,pocket,,àdlǎwạ́’dv̋’i,plural:dadlawa’dv’i^ᏓᏜᏩᏛᎢ^dàdlǎwạ́’dv̋’i,,False,90.1
88,ced,adle’a,ᎠᏞᎠ,verb (v.i.),,,he/she is turning off the road,,àdlé’a,1st person singular with animate/ inanimate object:gadle’a^ᎦᏞᎠ^gạdlé’a|3rd person singular non-progressive remote past tense:udlesv’i^ᎤᏞᏒᎢ^ùdlésv̌’i|3rd person singular present habitual:adlesgo’i^ᎠᏞᏍᎪᎢ^àdlésgó’i|imperative with animate/ inanimate direct objects:hadlagi^ᎭᏜᎩ^hạdlạgi|3rd person singular infinitive:udlesdi^ᎤᏞᏍᏗ^udlèsdi,,False,91.1
89,ced,adlecheha,ᎠᏞᏤᎭ,verb (v.t.),,,he/she is taking revenge against him/her,,àdléchẹha,1st person singular with animate/ inanimate object:jiyadlecheha^ᏥᏯᏞᏤᎭ^jiyạdléchẹha|3rd person singular non-progressive remote past tense:udlechelv’i^ᎤᏞᏤᎸᎢ^ùdléchelv̌’i|3rd person singular present habitual:adlecheho’i^ᎠᏞᏤᎰᎢ^àdléchẹhó’i|imperative with animate/ inanimate direct objects:hiyadlechisi^ᎯᏯᏞᏥᏏ^hiyạdlèchịsi|3rd person singular infinitive:udlechehdi^ᎤᏞᏤᏗ^udlèchẹ́hdi,,False,92.1
90,ced,adle’isdi,ᎠᏞᎢᏍᏗ,noun,,,revenge,,ạdlè’ị́sdi,,,False,93.1
91,ced,adlesado,ᎠᏞᏌᏙ,noun,,,apron,,ạdlèsạdo,plural:didlesado^ᏗᏞᏌᏙ^didlèsạdo,,False,94.1
92,ced,adlesgv’i,ᎠᏞᏍᎬᎢ,noun,,,turn-off,,àdlésgv̋’i,plural:dadlesgv’i^ᏓᏞᏍᎬᎢ^dàdlésgv̋’i,,False,95.1
93,ced,adli’a,ᎠᏟᎠ,verb (v.t.),,,he/she is pouring liquid into a container,,àdlị́’a,1st person singular with animate/ inanimate object:jidli’a^ᏥᏟᎠ^jịdlị́’a|3rd person singular non-progressive remote past tense:udlv’i^ᎤᏢᎢ^ùdlv̌’i|3rd person singular present habitual:adlisgo’i^ᎠᏟᏍᎪᎢ^àdlîsgó’i|imperative with animate/ inanimate direct objects:hidliga^ᎯᏟᎦ^hịdlìga|3rd person singular infinitive:udlisdi^ᎤᏟᏍᏗ^udlìsdi,,False,96.1
94,ced,adli’ado,ᎠᏟᎠᏙ,noun,,,earring,,ạdlị’ạdo,plural:didli’ado^ᏗᏟᎠᏙ^didlị’ạdo,,False,97.1
95,ced,adliga,ᎠᏟᎦ,verb (v.i.),,,it’s pouring into a container,,àdlîga,3rd person singular non-progressive remote past tense:udlijv’i^ᎤᏟᏨᎢ^ùdlîjv̌’i|3rd person singular present habitual:adligo’i^ᎠᏟᎪᎢ^àdlîgó’i|3rd person singular infinitive:udliysdi^ᎤᏟᎢᏍᏗ^udlìysdi,,False,98.1
96,ced,adliha,ᎠᏟᎭ,verb (v.t.),,,he/she is drawing a liquid out of a container,,àdlǐha,1st person singular with animate/ inanimate object:jidli’a^ᏥᏟᎠ^jịdlị́’a|3rd person singular non-progressive remote past tense:udlvhv’i^ᎤᏢᎲᎢ^ùdlvhv̌’i|3rd person singular present habitual:adlisgo’i^ᎠᏟᏍᎪᎢ^àdlǐsgọ́’i|imperative with animate/ inanimate direct objects:hidla^ᎯᏜ^hịdla|3rd person singular infinitive:udlvhdi^ᎤᏢᏗ^udlṿhdi,,False,99.1
97,ced,adlisdiha,ᎠᏟᏍᏗᎭ,verb (v.t.),,,he/she is pouring a liquid into a container,,àdlîsdịha,1st person singular with animate/ inanimate object:jidlisdiha^ᏥᏟᏍᏗᎭ^jịdlîsdịha|3rd person singular non-progressive remote past tense:udlistanv’i^ᎤᏟᏍᏔᏅᎢ^ùdlîstạnv̌’i|3rd person singular present habitual:adlisdisgo’i^ᎠᏟᏍᏗᏍᎪᎢ^àdlîsdisgó’i|imperative with animate/ inanimate direct objects:hidlisda^ᎯᏟᏍᏓ^hịdlìsda|3rd person singular infinitive:udlisdohdi^ᎤᏟᏍᏙᏗ^udlìsdọhdi,,False,100.1
98,ced,adlisdohdi,ᎠᏟᏍᏙᏗ,noun,,,container,,ạ́dlìsdọhdi,plural:didlisdohdi^ᏗᏟᏍᏙᏗ^dǐdlìsdọhdi,,False,101.1
99,ced,adlohyiha,ᎠᏠᏱᎭ,verb (v.i.),,,he/she is crying,,àdlohyị́ha,1st person singular with animate/ inanimate object:gadloyiha^ᎦᏠᏱᎭ^gạdlòyị́ha|3rd person singular non-progressive remote past tense:udlohyilv’i^ᎤᏠᏱᎸᎢ^ùdlohyịlv̌’i|3rd person singular present habitual:adlohyiho’i^ᎠᏠᏱᎰᎢ^àdlohyị́họ́’i|imperative with animate/ inanimate direct objects:hadloyhga^ᎭᏠᏱᎦ^hạdlọyhga|3rd person singular infinitive:udloysdi^ᎤᏠᏱᏍᏗ^udlọysdi,,False,102.1
100,ced,adloysga,ᎠᏠᎢᏍᎦ,verb (v.i.),,,he/she is getting off,,àdlọ́ysga,1st person singular with animate/ inanimate object:gadloysga^ᎦᏠᎢᏍᎦ^gạdlọ́ysga|3rd person singular non-progressive remote past tense:udloysv’i^ᎤᏠᎢᏒᎢ^ùdlọ́ysv̌’i|3rd person singular present habitual:adloysgo’i^ᎠᏠᎢᏍᎪᎢ^àdlọ́ysgó’i|imperative with animate/ inanimate direct objects:hadlohi^ᎭᏠᎯ^hạdlòhi|3rd person singular infinitive:udlohisdi^ᎤᏠᎯᏍᏗ^udlòhị́sdi,,False,103.1
101,ced,adlvkwsga,ᎠᏢᏈᏍᎦ,verb (v.i.),,,he/she is bragging,,àdlv̌kwsga,1st person singular with animate/ inanimate object:gadlvgwasga^ᎦᏢᏆᏍᎦ^gạdlv̌gwâsga|3rd person singular non-progressive remote past tense:udlvkwsv’i^ᎤᏢᏆᏒᎢ^ùdlv̌kwsv̌’i|3rd person singular present habitual:adlvkwsgo’i^ᎠᏢᏈᏍᎪᎢ^àdlv̌kwsgọ́’i|imperative with animate/ inanimate direct objects:hadlvkwa^ᎭᏢᏆ^hạdlv̌kwa|3rd person singular infinitive:udlvkwisdi^ᎤᏢᏈᏍᏗ^udlv̌kwị́sdi,,False,104.1
102,ced,adlvtasga,ᎠᏢᏔᏍᎦ,verb (v.t.),,,he/she is catching up with him/her,,àdlvtạ́sga,1st person singular with animate object:jiyadlvtasga^ᏥᏍᏢᏔᏍᎦ^jiyạdlv̀tạ́sga|1st person singular with inanimate object:gadlvtasga^ᎦᏢᏔᏍᎦ^gạdlv̀tạ́sga|3rd person singular non-progressive remote past tense:udlvtahv’i^ᎤᏢᏔᎲᎢ^ùdlvtạhv̌’i|3rd person singular present habitual:adlvtasgo’i^ᎠᏢᏔᏍᎪᎢ^àdlvtạsgó’i|imperative with animate direct objects:hiyadlvta^ᎯᏯᏢᏔ^hiyạdlv̀ta|imperative with inanimate direct objects:hadlvta^ᎭᏢᏔ^hạdlv̌ta|3rd person singular infinitive:udlvtasdi^ᎤᏢᏔᏍᏗ^udlvtạsdi,,False,105.1
103,ced,adolanvsdi,ᎠᏙᎳᏅᏍᏗ,noun,,,walking cane,,ạdolạnv́sdi,plural:didolanvsdi^ᏗᏙᎳᏅᏍᏗ^didolạnv́sdi,,False,106.1
104,ced,adonisgi,ᎠᏙᏂᏍᎩ,noun,,,sorcerer,,adǒni̋sgi,plural:dinadonisgi^ᏗᎾᏙᏂᏍᎩ^dinadǒni̋sgi,,False,107.1
105,ced,adudalesdi,ᎠᏚᏓᎴᏍᏗ,noun,,,freedom,,ạdudạle̋sdi,,,False,108.1
106,ced,Advji,ᎠᏛᏥ,noun,,,Dutch,,ạdṿji,plural:Anidvji^ᎠᏂᏛᏥ^ạnidṿji,,False,109.1
107,ced,advneha,ᎠᏛᏁᎭ,verb (v.t.),,,he/she is doing it,,àdv́nẹha,1st person singular with animate/ inanimate object:gadvneha^ᎦᏛᏁᎭ^gạdv́nẹha|3rd person singular non-progressive remote past tense:udvnelv’i^ᎤᏛᏁᎸᎢ^ùdv́nelv̌’i|3rd person singular present habitual:advneho’i^ᎠᏛᏁᎰᎢ^àdv́nehó’i|imperative with animate/ inanimate direct objects:hadvga^ᎭᏛᎦ^hạdv̀ga|3rd person singular infinitive:udvnhdi^ᎤᏛᏁᏗ^udv̀nhdi,,False,110.1
108,ced,advneliha,ᎠᏛᏁᎵᎭ,verb (v.i.),,,he/she is acting silly,,àdv́nelíha,1st person singular with animate/ inanimate object:gadvneliha^ᎦᏛᏁᎵᎭ^gạdv́nelị́ha|3rd person singular non-progressive remote past tense:udvnelvhnv’i^ᎤᏛᏁᎸᏅᎢ^ùdv́nelvhnv̌’i|3rd person singular present habitual:advnelisgo’i^ᎠᏛᏁᎵᏍᎪᎢ^àdv́nelǐsgọ́’i|imperative with animate/ inanimate direct objects:hadvnela^ᎭᏛᏁᎳ^hạdv̀něla|3rd person singular infinitive:udvnehldi^ᎤᏛᏁᏟᏗ^udv̀něhldi,,False,111.1
109,ced,advnelisgi,ᎠᏛᏁᎵᏍᎩ,noun,,,actor,,ạdv̀něli̋sgi,plural:anadvnelisgi^ᎠᎾᏛᏁᎵᏍᎩ^ạnạdv̀něli̋sgi,,False,112.1
110,ced,advnv’isdiha,ᎠᏛᏅᎢᏍᏗᎭ,verb (v.t.),,,he/she is preparing it,,àdvnv́’ịsdị́ha,1st person singular with animate/ inanimate object:gadvnv’isdiha^ᎦᏛᏅᎢᏍᏗᎭ^gạdvnv́’ịsdị́ha|3rd person singular non-progressive remote past tense:udvnv’istanv’i^ᎤᏛᏅᎢᏍᏔᏅᎢ^ùdvnv́’ịstạ́nv́’i|3rd person singular present habitual:advnv’isdisgo’i^ᎠᏛᏅᎢᏍᏗᏍᎪᎢ^àdvnv́’ịsdǐsgọ́’i|imperative with animate/ inanimate direct objects:hadvnv’isda^ᎭᏛᏅᎢᏍᏓ^hạdvnṿ’ịsda|3rd person singular infinitive:udvnv’isdohdi^ᎤᏛᏅᎢᏍᏙᏗ^udvnṿ’ịsdọ́hdi,,False,113.1
111,ced,agadaha’i,ᎠᎦᏓᎭᎢ,adjective,,,dirty,,ạgadaha̋’i,plural animate:anigadaha’i^ᎠᏂᎦᏓᎭᎢ^ạnigadaha̋’i,,False,114.1
112,ced,agahliyi,ᎠᎦᏟᏱ,adjective,,,eager,,ạgạhli̋yi,plural:anigahliyi^ᎠᏂᎦᏟᏱ^ạnigạhli̋yi,,False,115.1
113,ced,agaliha,ᎠᎦᎵᎭ,verb (v.i.),,,it is shining,,àgálịha,3rd person singular non-progressive remote past tense:ugalisv’i^ᎤᎦᎵᏒᎢ^ùgálisv̌’i|3rd person singular present habitual:agalisgo’i^ᎠᎦᎵᏍᎪᎢ^àgálisgó’i|3rd person singular infinitive:ugalihisdi^ᎤᎦᎵᎯᏍᏗ^ugalǐhị́sdi,,False,116.1
114,ced,agalsga,ᎠᎦᎳᏍᎦ,verb (v.t.),,,he/she is breaking it,,àgâlsga,1st person singular with animate/ inanimate object:jigalsga^ᏥᎦᎳᏍᎦ^jịgâlsga|3rd person singular non-progressive remote past tense:ugalsv’i^ᎤᎦᎳᏒᎢ^ùgâlsv̌’i|3rd person singular present habitual:agalsgo’i^ᎠᎦᎳᏍᎪᎢ^àgâlsgó’i|imperative with animate/ inanimate direct objects:higa’la^ᎯᎦᎳ^hịgạ’la|3rd person singular infinitive:ugalsdi^ᎤᎦᎳᏍᏗ^ugàlsdi,,False,117.1
115,ced,agaluga,ᎠᎦᎷᎦ,noun,,,twister,,agạlǔga,,,False,118.1
116,ced,aganadi’a,ᎠᎦᎾᏗᎠ,verb (v.t.),,,he/she is licking it,,àgạnǎdị́’a,1st person singular with animate/ inanimate object:jiganadi’a^ᏥᎦᎾᏗᎠ^jịgạnǎdị́’a|3rd person singular non-progressive remote past tense:uganadv’i^ᎤᎦᎾᏛᎢ^ùgạnádv̌’i|3rd person singular present habitual:aganadisgo’i^ᎠᎦᎾᏗᏍᎪᎢ^àgạnǎdîsgó’i|imperative with animate/ inanimate direct objects:higanada^ᎯᎦᎾᏓ^hịgạnǎda|3rd person singular infinitive:uganadisdi^ᎤᎦᎾᏗᏍᏗ^ugạnǎdîsdi,,False,119.1
117,ced,aga’nakti,ᎠᎦᎾᎦᏘ,noun,,,doctor,,ạgạ́’nạkti,plural:aniga’nakti^ᎠᏂᎦᎾᎦᏘ^ạnigạ́’nạkti,,False,120.1
118,ced,aganawhdiha,ᎠᎦᎾᏬᏗᎭ,verb (v.t.),,,he/she is warming it,,àganạwhdị́ha,1st person singular with animate object:jiganawodiha^ᏥᎦᎾᏬᏗᎭ^jịganạwòdị́ha|1st person singular with inanimate object:jiganawodiha^ᏥᎦᎾᏬᏗᎭ^jiganạwòdị́ha|3rd person singular non-progressive remote past tense:uganawhtanv’i^ᎤᎦᎾᏬᏔᏅᎢ^ùganạwhtạnv́’i|3rd person singular present habitual:aganawhdisgo’i^ᎠᎦᎾᏬᏗᏍᎪᎢ^àganạwhdǐsgọ́’i|imperative with animate direct objects:higanawhda^ᎯᎦᎾᏬᏓ^hịganạwhda|imperative with inanimate direct objects:higanawoda^ᎯᎦᎾᏬᏓ^higanạwòda|3rd person singular infinitive:uganawhdohdi^ᎤᎦᎾᏬᏙᏗ^uganạwhdọ́hdi,,False,121.1
119,ced,aganawosga,ᎠᎦᎾᏬᏍᎦ,verb (v.i.),,,it’s getting warm,,àganạwosga,3rd person singular non-progressive remote past tense:uganawosv’i^ᎤᎦᎾᏬᏒᎢ^ùganạwosv̌’i|3rd person singular present habitual:aganawosgo’i^ᎠᎦᎾᏬᏍᎪᎢ^àganạwosgó’i|3rd person singular infinitive:uganawohisdi^ᎤᎦᎾᏬᎯᏍᏗ^uganạwohịsdi,,False,122.1
120,ced,agasga,ᎠᎦᏍᎦ,verb (v.i.),,,it’s raining,,àgasga,3rd person singular non-progressive remote past tense:ugahnanv’i^ᎤᎦᎿᏅᎢ^ùgahnạnv́’i|3rd person singular present habitual:agasgo’i^ᎠᎦᏍᎪᎢ^àgasgó’i|3rd person singular infinitive:uganhdi^ᎤᎦᏅᏗ^ugạnhdi,,False,123.1
121,ced,agasuyeda,ᎠᎦᏑᏰᏓ,adjective,,,a person who has been chosen,,ạgàsuye̋da,plural:gegasuyeda^ᎨᎦᏑᏰᏓ^gegàsuye̋da,,False,124.1
122,ced,agayaludi,ᎠᎦᏯᎷᏗ,noun,,,seine,,ạgayạlúdi,plural:digayaludi^ᏗᎦᏯᎷᏗ^digayạlúdi,,False,125.1
123,ced,agayvli,ᎠᎦᏴᎵ,adjective,,,old,,ạgạyv̋li,plural:anigayvli^ᎠᏂᎦᏴᎵ^ạnigạyv̋li,,False,126.1
124,ced,agayvlige’i,ᎠᎦᏴᎵᎨᎢ,noun,,,old woman,,ạgạyv̌lị́ge̋’i,plural:anigayvlige’i^ᎠᏂᎦᏴᎵᎨᎢ^ạnigạyv̌lị́ge̋’i,,False,127.1
125,ced,age,ᎠᎨ,adverb,,,over there,,ágẹ̋,,,False,128.1
